1690,1,07/01/2013 01:18:01,07/01/2013 01:18:01,"This beanie is no slouch when it comes to amping up your look.  Our #GameON logo is the perfect way to complete this beanie!

Choose your color... rock it with pride.

30/70 acrylic/poly

Campaign Contribution - $7.50",Gamerosity Slouch Beanie,"This beanie is no slouch when it comes to amping up your look.  Our #GameON logo is the perfect way to complete this beanie!

30/70 acrylic/poly

Campaign Contribution - $7",publish,open,closed,,game-on-slouch-beanie,,,11/03/2014 08:41:03,11/03/2014 16:41:03,,0,http://www.gamerosity.com/?post_type=product&#038;p=1690,16,product,,0
2476,1,09/08/2013 07:45:31,09/08/2013 07:45:31,"Our Gamerosity Houndstooth Military hat is perfect for your casual days but also a fabulous addition for a night out with friends!  Our own special Gamerosity tag is on the back to let those around you that you're a Sidekick for Little Heroes!


<ul>
	<li>100% cotton houndstooth</li>
	<li>100% cotton lining</li>
	<li>Unstructured</li>
	<li>Low profile</li>
	<li>Hook and loop closure</li>
</ul>

Campaign Contribution: $9.50

<i>Due to a special finishing process, distress and color may vary.</i>",Houndstooth Military Hat,"Our Gamerosity Houndstooth Military hat is perfect for your casual days but also a fabulous addition for a night out with friends!  Our own special Gamerosity tag is on the back to let those around you that you&#039;re a Sidekick for Little Heroes!
",publish,open,closed,,houndstooth-military-hat,,,09/08/2013 07:45:31,09/08/2013 07:45:31,,0,http://www.gamerosity.com/?post_type=product&#038;p=2476,0,product,,0
2499,1,11/09/2013 01:50:22,11/09/2013 01:50:22,"Save your look from boredom with a textured tee.

4.4-ounce, 50/25/25 poly/ring spun cotton/rayon
24 singles

Textured fabric infuses each garment with unique character. Please allow for slight color variations.

Campaign Contribution: $11

Full Product Specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT171"" target=""blank""> Click Here</a>

<img src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/02/Sizing-UTAC.png"" width=""434"" height=""104"" class=""alignleft"" />",Marquee Unisex Long Sleeve,"Save your look from boredom with a textured tee.

4.4-ounce, 50/25/25 poly/ring spun cotton/rayon
24 singles

Textured fabric infuses each garment with unique character. Please allow for slight color variations.

Campaign Contribution: $11",publish,open,closed,,marquee-unisex-long-sleeve,,,02/18/2014 17:15:58,02/18/2014 17:15:58,,0,http://www.gamerosity.com/?post_type=product&#038;p=2499,0,product,,0
3155,1,11/12/2013 00:35:25,11/12/2013 00:35:25,"We've put our incredible ""Marquee"" design with our signature ""Hey Cancer, Game On"" message front and center!  Spread the message, look good doing it, feel better knowing you're helping a child with cancer get through tough days in the hospital.

Printed on District - Young Mens Concert Fleece™ Crew. 
Built for the performance called life.
• 7.8-ounce, 50/50 cotton/poly
• Tear-away tag


View product measurements <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=mm&productId=DT820"" target=""blank"">Here!</a>

Campaign Contribution - $13",Marquee Unisex Crewneck,"We&#039;ve put our incredible ""Marquee"" design with our signature ""Hey Cancer, Game On"" message front and center!  Spread the message, look good doing it, feel better knowing you&#039;re helping a child with cancer get through tough days in the hospital.",publish,open,closed,,marquee-unisex-crewneck,,,05/02/2014 15:24:02,05/02/2014 15:24:02,,0,http://www.gamerosity.com/?post_type=product&#038;p=3155,0,product,,0
3170,1,11/12/2013 00:36:16,11/12/2013 00:36:16,"We've put our incredible ""Marquee"" design with our signature ""Hey Cancer, Game On"" message front and center!  Spread the message, look good doing it, feel better knowing you're helping a child with cancer get through tough days in the hospital.

Printed on District - Young Mens Concert Fleece™ Crew. 
Built for the performance called life.
• 7.8-ounce, 50/50 cotton/poly
• Tear-away tag


View product measurements <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=mm&productId=DT820"" target=""blank"">Here!</a>

Campaign Contribution - $13",Marquee Unisex Off-the-Shoulder Crewneck,"We&#039;ve put our incredible ""Marquee"" design with our signature ""Hey Cancer, Game On"" message front and center!  Spread the message, look good doing it, feel better knowing you&#039;re helping a child with cancer get through tough days in the hospital.",publish,open,closed,,marquee-unisex-ots-crewneck,,,05/02/2014 15:39:06,05/02/2014 15:39:06,,0,http://www.gamerosity.com/shop/marquee-unisex-ots-crewneck,0,product,,0
3237,1,11/18/2013 18:56:36,11/18/2013 18:56:36,"Our Santo Design with our signature ""Hey Cancer, Game On"" message has never looked more perfect for hot cocoa season!  Get Yours Today!

This playful textured raglan is sure to be a hit with its banded hem.
4.4-ounce, 50/25/25 poly/ring spun cotton/rayon
24 singles
Textured fabric infuses each garment with unique character. Please allow for slight color variations.

<a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT272"" target=""blank"">Full Product Spec Sheet</a>

Campaign Contribution - $10",Santo Juniors Razzle Long Sleeve,"Our Santo Design with our signature ""Hey Cancer, Game On"" message has never looked more perfect for hot cocoa season!  Get Yours Today!
",publish,open,closed,,santo-juniors-razzle-long-sleeve,,,03/18/2015 11:10:24,03/18/2015 18:10:24,,0,http://www.gamerosity.com/?post_type=product&#038;p=3237,0,product,,0
3262,1,11/18/2013 19:25:43,11/18/2013 19:25:43,"""My Heart Belongs to a Little Hero"" send that message loud and clear with our Hearts Design on a comfortable Tri-Blend VNeck tee!

Tri-blend gives colors a soft, heathered effect that’s just the right laid-back hue.
4.4-ounce, 50/38/12 poly/ring spun cotton/rayon
30 singles
Tri-Blend fabric infuses each garment with unique character. Please allow for slight color variations.

<a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT142V"" target=""blank"">Full Product Spec Sheet </a>

Campaign Contribution - $9",Hearts Unisex Tri-Blend V-Neck,"""My Heart Belongs to a Little Hero"" send that message loud and clear with our Hearts Design on a comfortable Tri-Blend VNeck tee!",publish,open,closed,,hearts-unisex-tri-blend-v-neck,,,02/20/2014 17:34:10,02/20/2014 17:34:10,,0,http://www.gamerosity.com/?post_type=product&#038;p=3262,0,product,,0
3274,1,11/18/2013 19:39:32,11/18/2013 19:39:32,"Our new Santo design with our signature ""Hey Cancer, Game On"" message has been matched up with our most popular garment, the Juniors Microburn Raglan!  It's light, comfy, and flows beautifully!

A keyhole detail on the back gives our airy raglan a new twist on a classic.
2.5-ounce, 75/25 poly/ring spun cotton
40 singles
Relaxed fit
Microburn fabric infuses each garment with unique character. Please allow for slight color variations.
CARE INSTRUCTIONS
Machine wash cold. Tumble dry low. Cool iron if necessary. Non-chlorine bleach.

<a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT262"" target=""blank""Full Product Specs</a>

Campaign Contribution - 11.25",Santo Juniors Microburn Raglan Tee,"Our new Santo design with our signature ""Hey Cancer, Game On"" message has been matched up with our most popular garment, the Juniors Microburn Raglan!  It&#039;s light, comfy, and flows beautifully!",publish,open,closed,,santo-juniors-microburn-raglan-tee,,,03/18/2015 11:07:22,03/18/2015 18:07:22,,0,http://www.gamerosity.com/?post_type=product&#038;p=3274,0,product,,0
3338,1,11/27/2013 03:40:44,11/27/2013 03:40:44,"This widely popular wide-neck sweatshirt comes equipped with our unique ""My Heart Belongs to a Little Hero"" Hearts design.  It's both comfortable and stylish!  

Soon to be your go-to favorite, this pullover has a drop shoulder and a self-fabric drawcord waistband that sits at the hip.

8.3-ounce, 60/40 cotton/poly fleece
Self-fabric drawcord hem

CARE INSTRUCTIONS
Machine wash cold. Tumble dry low. Cool iron if necessary. Non-chlorine bleach.

<a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT293"" target=""blank"">Full Product Specs</a>

Campaign Contribution: $8",Hearts Juniors Core Wide Neck Sweater,"This widely popular wide-neck sweatshirt comes equipped with our unique ""My Heart Belongs to a Little Hero"" Hearts design.  It&#039;s both comfortable and stylish!  

Soon to be your go-to favorite, this pullover has a drop shoulder and a self-fabric drawcord waistband that sits at the hip.",publish,open,closed,,hearts-juniors-core-wide-neck-sweater,,,05/02/2014 15:38:24,05/02/2014 15:38:24,,0,http://www.gamerosity.com/?post_type=product&#038;p=3338,0,product,,0
3350,1,11/27/2013 03:52:00,11/27/2013 03:52:00,"The classic baseball look—re-imagined in our ultra-lightweight Microburn fabric. Printed with our popular ""My Heart Belongs to a Little Hero"" design in red, plastisol ink.

2.5-ounce, 75/25 poly/ring spun cotton
40 singles
Microburn fabric infuses each garment with unique character. Please allow for slight color variations.

CARE INSTRUCTIONS
Machine wash cold. Tumble dry low. Cool iron if necessary. Non-chlorine bleach.

<a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT162"" target=""blank"">Full Product Specs</a>

Campaign Contribution - $10",Hearts Unisex Microburn 3/4 Raglan,"The classic baseball look—re-imagined in our ultra-lightweight Microburn fabric. Printed with our popular ""My Heart Belongs to a Little Hero"" design in red, plastisol ink.",publish,open,closed,,hearts-unisex-microburn-raglan,,,02/27/2014 00:14:56,02/27/2014 00:14:56,,0,http://www.gamerosity.com/?post_type=product&#038;p=3350,0,product,,0
3366,1,11/27/2013 04:10:43,11/27/2013 04:10:43,"There's that ""Hearts"" design again!  ""My Heart Belongs to a Little Hero"" on our gorgeous, light pink, lightweight, sheer sweater.  You just can't miss with our gotta-have slub hoodie.

3.4-ounce, 100% ring spun cotton slub
White is 3.8-ounce for greater opacity
40 singles

Slub fabric infuses each garment with unique character. Please allow for slight color variations.

CARE INSTRUCTIONS
Machine wash cold, with like colors. Do not bleach. Tumble dry low. Warm iron if necessary.

<a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT241"" target=""blank"">Full Product Specs</a>

Campaign Contribution - $13",Hearts Juniors Slub V-Neck Hoodie,"There&#039;s that ""Hearts"" design again!  ""My Heart Belongs to a Little Hero"" on our gorgeous, light pink, lightweight, sheer sweater.  You just can&#039;t miss with our gotta-have slub hoodie.",publish,open,closed,,hearts-juniors-slub-v-neck-hoodie,,,11/27/2013 04:12:37,11/27/2013 04:12:37,,0,http://www.gamerosity.com/?post_type=product&#038;p=3366,0,product,,0
3394,1,11/27/2013 04:32:39,11/27/2013 04:32:39,"Our signature ""Hearts"" design is the perfect companion for this crew neck fleece sweatshirt built for the performance called life.

7.8-ounce, 50/50 cotton/poly
Tear-away tag

CARE INSTRUCTIONS
Machine wash cold. Tumble dry low. Cool iron if necessary. Non-chlorine bleach.

<a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT820"" target=""blank"">Full Product Spec Sheet</a>

Campaign Contribution - $12",Hearts Unisex Fleece Crew,"Our signature ""Hearts"" design is the perfect companion for this crew neck fleece sweatshirt built for the performance called life.",publish,open,closed,,hearts-unisex-fleece-crew,,,05/02/2014 15:37:53,05/02/2014 15:37:53,,0,http://www.gamerosity.com/?post_type=product&#038;p=3394,0,product,,0
3854,1,02/18/2014 16:53:49,02/18/2014 16:53:49,"A nice pair of sweats, a hot cup of coffee, a sofa, and a good movie... sounds like the perfect night!  It's even more pleasant knowing your purchase supports a child with cancer!

The official outfit for chilling. Elastic cuffs are ready for scrunching.
• 8.3-ounce, 60/40 cotton/poly fleece
• Elastic waistband with functional twill tape drawcord

CARE INSTRUCTIONS
Machine wash cold. Tumble dry low. Cool iron if necessary. Non-chlorine bleach.

Get more info on product, including measurements <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT294"" target=""blank"">here!</a>

Campaign Contribution - $8",Hearts Ladies Sweatpants,"A nice pair of sweats, a hot cup of coffee, a sofa, and a good movie... sounds like the perfect night!  It&#039;s even more pleasant knowing your purchase supports a child with cancer!",publish,open,closed,,hearts-ladies-sweatpants,,,02/18/2014 16:54:23,02/18/2014 16:54:23,,0,http://www.gamerosity.com/?post_type=product&#038;p=3854,0,product,,0
3900,1,02/18/2014 17:24:41,02/18/2014 17:24:41,"This soft, textured style has dyed-to-match buttons on the neck. 

4.4-ounce, 50/25/25 poly/ring spun cotton/rayon
24 singles

Textured fabric infuses each garment with unique character. Please allow for slight color variations.

CARE INSTRUCTIONS
-Machine wash cold with like colors -Do not bleach -Tumble Dry low -Cool iron if needed

For full Product Specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DM472"" target=""blank""> Click Here </a>

Campaign Contribution - ",Marquee Juniors Textured Long Sleeve VNeck,"This soft, textured style has dyed-to-match buttons on the neck.

4.4-ounce, 50/25/25 poly/ring spun cotton/rayon
24 singles",publish,open,closed,,marquee-juniors-textured-long-sleeve-vneck,,,02/18/2014 17:24:41,02/18/2014 17:24:41,,0,http://www.gamerosity.com/?post_type=product&#038;p=3900,0,product,,0
3912,1,02/18/2014 17:29:50,02/18/2014 17:29:50,"It's time to layer up!  Get your Gamerosity Hoodie for two reasons:  1. It's super soft with an incredible fit.  2. Your purchase contributes to a Hero's Campaign!  Black hoodie with white printed artwork.

This endlessly versatile hoodie is a layering essential.
<ul>
	<li>8.3-ounce, 60/40 cotton/poly fleece</li>
</ul>

Campaign Contribution - $12

For full Product Specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT810"" target=""blank""> Click Here</a>

<img src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/02/Sizing-UTAC.png"" width=""434"" height=""104"" class=""alignleft"" />",Marquee Unisex Hoodie,"It&#039;s time to layer up!  Get your Gamerosity Hoodie for two reasons:  1. It&#039;s super soft with an incredible fit.  2. Your purchase contributes to a Hero&#039;s Campaign!  Black hoodie with white printed artwork.
",publish,open,closed,,marquee-unisex-hoodie,,,05/02/2014 15:30:41,05/02/2014 15:30:41,,0,http://www.gamerosity.com/?post_type=product&#038;p=3912,0,product,,0
3925,1,02/18/2014 17:38:33,02/18/2014 17:38:33,"We've put our incredible ""Hearts"" design with our signature ""My Heart Belongs to a Little Hero"" message front and center!  Spread the message, look good doing it, feel better knowing you're helping a child with cancer get through tough days in the hospital.

Printed on District - Young Mens Concert Fleece™ Crew. 
Built for the performance called life.
• 7.8-ounce, 50/50 cotton/poly
• Tear-away tag


View product measurements <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=mm&productId=DT820"" target=""blank"">Here!</a>

Campaign Contribution - $13",Hearts Unisex Over The Shoulder Sweater,"We&#039;ve put our incredible ""Hearts"" design with our signature ""My Heart Belongs to a Little Hero"" message front and center!  Spread the message, look good doing it, feel better knowing you&#039;re helping a child with cancer get through tough days in the hospital.",publish,open,closed,,hearts-unisex-ots-sweater,,,05/02/2014 15:37:12,05/02/2014 15:37:12,,0,http://www.gamerosity.com/?post_type=product&#038;p=3925,0,product,,0
3937,1,02/18/2014 17:45:06,02/18/2014 17:45:06,"The classic hoodie is reworked in French terry cotton with a two-way zip in pink.  Our ""Hearts"" design is printed on the left chest.

9-ounce, 100% French terry cotton

Campaign Contribution - $12

For full Product Specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT233"" target=""blank""> Click Here</a>",Hearts Juniors French Terry Full Zip Hoodie,"The classic hoodie is reworked in French terry cotton with a two-way zip in pink.

9-ounce, 100% French terry cotton",publish,open,closed,,hearts-juniors-french-terry-full-zip-hoodie,,,05/14/2014 16:40:12,05/14/2014 16:40:12,,0,http://www.gamerosity.com/?post_type=product&#038;p=3937,0,product,,0
3949,1,02/18/2014 17:52:35,02/18/2014 17:52:35,"With details like a twill-taped neckband, modern scoop neck and 3/4 sleeves, this henley radiates cool, casual style.  Printed on a Dusty Rose colored garment with our ""Hearts"" design on the left chest!

Campaign Contribution - $10

For full Product Specs, <a href=""http://www.apparelvideos.com/specsheets/DT213.pdf"" target=""blank""> Click Here</a>",Hearts Juniors Scoop Henley,"With details like a twill-taped neckband, modern scoop neck and 3/4 sleeves, this henley radiates cool, casual style.  Printed on a Dusty Rose colored garment with our ""Hearts"" design on the left chest!",publish,open,closed,,hearts-juniors-scoop-henley,,,02/20/2014 17:31:34,02/20/2014 17:31:34,,0,http://www.gamerosity.com/?post_type=product&#038;p=3949,0,product,,0
3990,1,02/19/2014 17:00:58,02/19/2014 17:00:58,"We've combined fashion with function in this super soft,stylish Junior scoop neck tee.  The fit is perfect with 3/4 length sleeves!  Design is our ""Garrison"" design in white ink.  Get Yours Today!

Team this raglan with denim for instant cool.
<ul>
	<li>3.5-ounce, 60/40 ring spun combed cotton/modal</li>
	<li>Junior cut</li>
	<li>Open neckline</li>
</ul>

Campaign Contribution - $12

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DM482"" target=""blank""> Click Here</a>

<img src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/02/Sizing-UTAC-V.png"" width=""434"" height=""104"" class=""alignleft"" />",Garrison Scoop Neck 3/4 Sleeve,"We&#039;ve combined fashion with function in this super soft,stylish Junior scoop neck tee.  The fit is perfect with 3/4 length sleeves!  Design is our ""Garrison"" design in white ink.  Get Yours Today!",publish,open,closed,,garrison-scoop-neck-34-sleeve,,,02/19/2014 17:00:58,02/19/2014 17:00:58,,0,http://www.gamerosity.com/?post_type=product&#038;p=3990,0,product,,0
4017,1,02/19/2014 17:13:47,02/19/2014 17:13:47,"It's time to layer up! Get your Gamerosity Hoodie for two reasons: 1. It's super soft with an incredible fit. 2. Your purchase contributes to a Hero's Campaign! Black hoodie with white printed ""Garrison"" design.

Feminine, cozy and versatile, this sweatshirt is designed with an exceptionally plush fabrication, in a classic pullover fit with a wide neck that can be worn pulled off the shoulder and long sleeves. Offered in marble, acid wash, poly-cotton and triblend sponge fleece.

<b>Features:</b> Sideseamed. Relaxed fit. 1x1 rib neckline. Wide ribbed cuffs and waistband. Prelaundered sponge fleece.

<b>Fabrication:</b>
<b>Solid Colors: </b>60% combed and ring-spun cotton 40% poly, 30 single 6.5 oz.

&nbsp;

Campaign Contribution - $10",Garrison Juniors WideNeck Sweater,"It's time to layer up! Get your Gamerosity Hoodie for two reasons: 1. It's super soft with an incredible fit. 2. Your purchase contributes to a Hero's Campaign!",publish,open,closed,,garrison-juniors-wideneck-sweater,,,03/20/2015 18:25:53,03/21/2015 01:25:53,,0,http://www.gamerosity.com/?post_type=product&#038;p=4017,0,product,,0
4032,1,02/19/2014 17:19:02,02/19/2014 17:19:02,"Save your look from boredom with this Denim Blue textured tee emblazoned with our ""Garrison"" design!  Send a beautiful message, support a beautiful cause.

4.4-ounce, 50/25/25 poly/ring spun cotton/rayon
24 singles

Textured fabric infuses each garment with unique character. Please allow for slight color variations.

Campaign Contribution - $12

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT171"" target=""blank""> Click Here</a>",Garrison Unisex Textured L/S,"Save your look from boredom with this Denim Blue textured tee emblazoned with our ""Garrison"" design!  Send a beautiful message, support a beautiful cause.",publish,open,closed,,garrison-unisex-textured-ls,,,02/20/2014 18:03:19,02/20/2014 18:03:19,,0,http://www.gamerosity.com/?post_type=product&#038;p=4032,0,product,,0
4044,1,02/19/2014 17:28:24,02/19/2014 17:28:24,"Our ""Garrison"" design has found it's way on this incredible comfortable black Slub tee! Our distinctive thick-and-thin slub yarn has a unique look and adds subtle texture.

3.4-ounce, 100% ring spun cotton slub
40 singles

Slub fabric infuses each garment with unique character. Please allow for slight color variations.

Campaign Contribution - $11

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT140"" target=""blank""> Click Here</a>",Garrison Unisex Slub Tee,"Our ""Garrison"" design has found it&#039;s way on this incredible comfortable black Slub tee! Our distinctive thick-and-thin slub yarn has a unique look and adds subtle texture.",publish,open,closed,,garrison-unisex-slub-tee,,,02/19/2014 17:28:24,02/19/2014 17:28:24,,0,http://www.gamerosity.com/?post_type=product&#038;p=4044,0,product,,0
4057,1,02/19/2014 17:35:38,02/19/2014 17:35:38,"Show your wild side in this unique tie-dye tee. Starting with prepared for dye blanks ensures vibrant color and a standard fit after washing.
<ul>
	<li>5.4-ounce, 100% pigment-dyed cotton</li>
	<li>Sewn with cotton thread for a finished look</li>
	<li>Rib knit crewneck</li>
	<li>Taped neck and shoulders</li>
	<li>Double-needle sleeves and hem</li>
</ul>
*The tie-dye process infuses each garment with unique character. Please allow for slight color variation.

Campaign Contribution - $11

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&amp;productId=PC148Y"" target=""blank""> Click Here</a>","Garrison Youth ""Tiger Stripe"" Tee",Show your wild side in this unique tie-dye tee. Starting with prepared for dye blanks ensures vibrant color and a standard fit after washing.,publish,open,closed,,garrison-youth-tiger-stripe-tee,,,02/19/2014 17:36:18,02/19/2014 17:36:18,,0,http://www.gamerosity.com/?post_type=product&#038;p=4057,0,product,,0
4112,1,02/20/2014 17:50:49,02/20/2014 17:50:49,"Now the little ones can say #GameON to cancer by rocking one of these sweet tees in YOUTH sizes!

Tees are printed on an indispensable t-shirt in our classic silhouette.

Navy Blue 5.4-ounce, 100% cotton Port &amp; Company Tee

Campaign Contribution - $10",Cure Youth Tee,Now the little ones can say #GameON to cancer by rocking one of these sweet tees in YOUTH sizes!,publish,open,closed,,cure-youth-tee,,,03/18/2015 10:03:52,03/18/2015 17:03:52,,0,http://www.gamerosity.com/?post_type=product&#038;p=4112,0,product,,0
4136,1,02/20/2014 18:01:37,02/20/2014 18:01:37,"It's time to layer up! Get your Gamerosity Hoodie for two reasons: 1. It's super soft with an incredible fit. 2. Your purchase contributes to a Hero's Campaign! Navy hoodie with metallic gold printed ""Cure"" design.

This endlessly versatile hoodie is a layering essential.
<ul>
	<li>8.3-ounce, 60/40 cotton/poly fleece</li>
</ul>
Campaign Contribution - $10

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&amp;productId=DT810"" target=""blank""> Click Here</a>

<img class=""alignleft"" alt="""" src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/02/Sizing-UTAC.png"" width=""434"" height=""104"" />",Cure Unisex Hoodie,"It's time to layer up! Get your Gamerosity Hoodie for two reasons: 1. It's super soft with an incredible fit. 2. Your purchase contributes to a Hero's Campaign! Navy hoodie with metallic gold printed ""Cure"" design.",publish,open,closed,,cure-unisex-hoodie,,,03/18/2015 09:57:37,03/18/2015 16:57:37,,0,http://www.gamerosity.com/?post_type=product&#038;p=4136,0,product,,0
4152,1,02/20/2014 18:05:41,02/20/2014 18:05:41,"Save your look from boredom with this Red textured tee emblazoned with our ""Cure"" design! Send a beautiful message, support a beautiful cause.

4.4-ounce, 50/25/25 poly/ring spun cotton/rayon
24 singles

Textured fabric infuses each garment with unique character. Please allow for slight color variations.

Campaign Contribution - $12

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&amp;productId=DT171"" target=""blank""> Click Here</a>",Cure Unisex Textured Long Sleeve,"Save your look from boredom with this Red textured tee emblazoned with our ""Cure"" design! Send a beautiful message, support a beautiful cause.",publish,open,closed,,cure-unisex-textured-long-sleeve,,,03/18/2015 10:01:48,03/18/2015 17:01:48,,0,http://www.gamerosity.com/?post_type=product&#038;p=4152,0,product,,0
4165,1,02/20/2014 18:10:10,02/20/2014 18:10:10,"Our ""Cure"" design has found it's way on this incredible comfortable white Slub tee! Our distinctive thick-and-thin slub yarn has a unique look and adds subtle texture.

3.8-ounce, 100% ring spun cotton slub
40 singles

Slub fabric infuses each garment with unique character. Please allow for slight color variations.

Campaign Contribution - $11

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&amp;productId=DT140"" target=""blank""> Click Here</a>",Cure Unisex Slub Crew,"Our ""Cure"" design has found it's way on this incredible comfortable white Slub tee! Our distinctive thick-and-thin slub yarn has a unique look and adds subtle texture.",publish,open,closed,,cure-unisex-slub-crew,,,03/18/2015 10:06:19,03/18/2015 17:06:19,,0,http://www.gamerosity.com/?post_type=product&#038;p=4165,0,product,,0
4230,1,02/24/2014 16:33:29,02/24/2014 16:33:29,"Now the little ones can say #GameON to cancer by rocking one of these sweet tees in YOUTH sizes!

Tees are printed on an indispensable t-shirt in our classic silhouette.

Black 5.4-ounce, 100% cotton Port & Company Tee

Campaign Contribution - $10",Ralphie Youth Tee,"Now the little ones can say #GameON to cancer by rocking one of these sweet tees in YOUTH sizes!

Tees are printed on an indispensable t-shirt in our classic silhouette.",publish,open,closed,,ralphie-youth-tee,,,02/24/2014 16:33:29,02/24/2014 16:33:29,,0,http://www.gamerosity.com/?post_type=product&#038;p=4230,0,product,,0
4240,1,02/24/2014 16:38:49,02/24/2014 16:38:49,"It's time to layer up! Get your Gamerosity Hoodie for two reasons: 1. It's super soft with an incredible fit. 2. Your purchase contributes to a Hero's Campaign! Black hoodie with metallic gold printed ""Ralphie"" design.

This endlessly versatile hoodie is a layering essential.
<ul>
	<li>8.3-ounce, 60/40 cotton/poly fleece</li>
</ul>
Campaign Contribution - $12

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&amp;productId=DT810"" target=""blank""> Click Here</a>

<img class=""alignleft"" alt="""" src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/02/Sizing-UTAC.png"" width=""434"" height=""104"" />",Ralphie Unisex Hoodie,"It&#039;s time to layer up! Get your Gamerosity Hoodie for two reasons: 1. It&#039;s super soft with an incredible fit. 2. Your purchase contributes to a Hero&#039;s Campaign! Black hoodie with metallic gold printed ""Ralphie"" design.",publish,open,closed,,ralphie-unisex-hoodie,,,03/18/2015 11:05:29,03/18/2015 18:05:29,,0,http://www.gamerosity.com/?post_type=product&#038;p=4240,0,product,,0
4268,1,02/24/2014 16:51:10,02/24/2014 16:51:10,"Get triple the softness in this vintage-looking charcoal crew neck with gold, metallic ink.

NOTE: Size SMALL is on backorder. We'll update sizes once they become available!
<ul>
	<li>4.4-ounce, 50/38/12 poly/ring spun cotton/rayon</li>
	<li>30 singles</li>
	<li>Tri-Blend fabric infuses each garment with unique character. Please allow for slight color variations.</li>
</ul>
Campaign Contribution - $10

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&amp;productId=DT142"" target=""blank""> Click Here</a>",Ralphie Unisex Triblend Tee,"Get triple the softness in this vintage-looking charcoal crew neck with gold, metallic ink.",publish,open,closed,,ralphie-unisex-triblend-tee,,,03/18/2015 10:56:53,03/18/2015 17:56:53,,0,http://www.gamerosity.com/?post_type=product&#038;p=4268,0,product,,0
4304,1,02/27/2014 16:50:00,02/27/2014 16:50:00,"Our signature ""Rogers"" design is the perfect companion for this crew neck fleece sweatshirt built for the performance called life.

7.8-ounce, 50/50 cotton/poly
Tear-away tag

CARE INSTRUCTIONS
Machine wash cold. Tumble dry low. Cool iron if necessary. Non-chlorine bleach.

<a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT820"" target=""blank"">Full Product Spec Sheet</a>

Campaign Contribution - $12",Rogers Unisex Fleece Crew,"Our signature ""Rogers"" design is the perfect companion for this crew neck fleece sweatshirt built for the performance called life.
",publish,open,closed,,rogers-unisex-fleece-crew,,,05/02/2014 15:34:27,05/02/2014 15:34:27,,0,http://www.gamerosity.com/?post_type=product&#038;p=4304,0,product,,0
4319,1,02/27/2014 16:54:29,02/27/2014 16:54:29,"Save your look from boredom with this Denim Blue textured tee emblazoned with our ""Rogers"" design!  Send a beautiful message, support a beautiful cause.

4.4-ounce, 50/25/25 poly/ring spun cotton/rayon
24 singles

Textured fabric infuses each garment with unique character. Please allow for slight color variations.

Campaign Contribution - $12

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT171"" target=""blank""> Click Here</a>",Rogers Unisex Textured Long Sleeve,"Save your look from boredom with this Denim Blue textured tee emblazoned with our ""Rogers"" design!  Send a beautiful message, support a beautiful cause.",publish,open,closed,,rogers-unisex-textured-long-sleeve,,,02/27/2014 16:54:29,02/27/2014 16:54:29,,0,http://www.gamerosity.com/?post_type=product&#038;p=4319,0,product,,0
